temperature-maximale,temperature-minimale,vitesse-du-vent,temperature-du-vent,precipitations,humidite,visibilite,couverture-nuageuse,indice-de-chaleur,point-de-rosee,pression,heure-du-lever-du-soleil,heure-du-coucher-du-soleil,duree-du-jour,Date
26°,24°,20km/h,24°,1mm,77%,10km,52%,28,20°C,1017hPa,06:11:00,18:34:00,12:23:0,2021/07/27
26°,24°,16km/h,24°,0mm,80%,10km,13%,28,21°C,1016hPa,06:11:00,18:34:00,12:23:0,2021/07/28
26°,24°,15km/h,24°,1mm,84%,9.75km,55%,28,22°C,1016hPa,06:12:00,18:33:00,12:21:0,2021/07/29
26°,24°,18km/h,24°,2mm,85%,9.875km,55%,28,22°C,1016hPa,06:12:00,18:33:00,12:21:0,2021/07/30
26°,24°,17km/h,24°,7mm,86%,9.875km,70%,28,22°C,1017hPa,06:12:00,18:33:00,12:21:0,2021/07/31
26°,24°,14km/h,24°,2mm,87%,9.625km,62%,28,23°C,1016hPa,06:07:00,18:32:00,12:25:0,2021/07/01
26°,24°,16km/h,24°,4mm,86%,10km,62%,28,23°C,1016hPa,06:07:00,18:32:00,12:25:0,2021/07/02
26°,24°,19km/h,24°,18mm,87%,8.5km,80%,28,23°C,1016hPa,06:07:00,18:32:00,12:25:0,2021/07/03
26°,24°,16km/h,24°,26mm,89%,8.5km,74%,28,22°C,1016hPa,06:07:00,18:33:00,12:26:0,2021/07/04
26°,24°,20km/h,24°,3mm,88%,9.5km,77%,28,23°C,1017hPa,06:07:00,18:33:00,12:26:0,2021/07/05
24°,23°,14km/h,23°,43mm,93%,7.875km,74%,26,22°C,1015hPa,06:08:00,18:33:00,12:25:0,2021/07/06
26°,24°,18km/h,24°,16mm,89%,8.875km,69%,28,23°C,1015hPa,06:08:00,18:33:00,12:25:0,2021/07/07
26°,24°,21km/h,24°,8mm,87%,10km,79%,29,23°C,1016hPa,06:08:00,18:33:00,12:25:0,2021/07/08
26°,24°,20km/h,24°,5mm,84%,9.5km,84%,29,22°C,1017hPa,06:08:00,18:33:00,12:25:0,2021/07/09
26°,25°,20km/h,25°,2mm,80%,9.875km,78%,28,22°C,1016hPa,06:08:00,18:33:00,12:25:0,2021/07/10
26°,24°,16km/h,24°,1mm,83%,10km,22%,28,21°C,1016hPa,06:09:00,18:33:00,12:24:0,2021/07/11
26°,25°,17km/h,25°,1mm,86%,10km,35%,28,22°C,1018hPa,06:09:00,18:33:00,12:24:0,2021/07/12
26°,24°,21km/h,24°,1mm,82%,10km,51%,28,22°C,1017hPa,06:09:00,18:33:00,12:24:0,2021/07/13
26°,24°,22km/h,24°,15mm,86%,9.125km,78%,28,22°C,1016hPa,06:09:00,18:33:00,12:24:0,2021/07/14
26°,24°,22km/h,24°,7mm,85%,9.875km,65%,28,22°C,1015hPa,06:09:00,18:33:00,12:24:0,2021/07/15
25°,24°,19km/h,24°,23mm,85%,8.5km,76%,28,22°C,1015hPa,06:10:00,18:33:00,12:23:0,2021/07/16
25°,17°,23km/h,25°,9mm,84%,10km,83%,27,22°C,1016hPa,06:10:00,18:33:00,12:23:0,2021/07/17
26°,25°,19km/h,25°,2mm,80%,10km,84%,28,22°C,1017hPa,06:10:00,18:33:00,12:23:0,2021/07/18
26°,25°,22km/h,25°,3mm,81%,9.75km,64%,28,21°C,1016hPa,06:10:00,18:33:00,12:23:0,2021/07/19
26°,25°,21km/h,25°,2mm,78%,9.625km,72%,28,21°C,1017hPa,06:10:00,18:33:00,12:23:0,2021/07/20
27°,25°,15km/h,25°,1mm,80%,9.875km,17%,28,21°C,1018hPa,06:10:00,18:33:00,12:23:0,2021/07/21
26°,25°,19km/h,25°,3mm,84%,10km,65%,28,22°C,1019hPa,06:10:00,18:33:00,12:23:0,2021/07/22
26°,24°,21km/h,24°,2mm,83%,10km,70%,28,21°C,1018hPa,06:11:00,18:33:00,12:22:0,2021/07/23
26°,24°,22km/h,24°,1mm,80%,10km,67%,27,21°C,1016hPa,06:11:00,18:33:00,12:22:0,2021/07/24
26°,24°,17km/h,24°,0mm,77%,10km,9%,27,21°C,1017hPa,06:11:00,18:33:00,12:22:0,2021/07/25
25°,24°,17km/h,24°,0mm,76%,10km,35%,27,20°C,1017hPa,06:11:00,18:33:00,12:22:0,2021/07/26
26°,24°,20km/h,24°,1mm,77%,10km,52%,28,20°C,1017hPa,06:11:00,18:33:00,12:22:0,2021/07/27
26°,24°,16km/h,24°,0mm,80%,10km,13%,28,21°C,1016hPa,06:11:00,18:33:00,12:22:0,2021/07/28
26°,24°,15km/h,24°,1mm,84%,9.75km,55%,28,22°C,1016hPa,06:11:00,18:33:00,12:22:0,2021/07/29
26°,24°,18km/h,24°,2mm,85%,9.875km,55%,28,22°C,1016hPa,06:11:00,18:32:00,12:21:0,2021/07/30
26°,24°,17km/h,24°,7mm,86%,9.875km,70%,28,22°C,1017hPa,06:11:00,18:32:00,12:21:0,2021/07/31
30°,22°,5km/h,22°,4mm,100%,7.75km,80%,33,24°C,1017hPa,06:14:00,18:45:00,12:31:0,2021/07/01
29°,21°,9km/h,21°,1mm,99%,6.25km,75%,31,22°C,1016hPa,06:14:00,18:45:00,12:31:0,2021/07/02
28°,22°,9km/h,22°,14mm,98%,6.25km,90%,31,23°C,1017hPa,06:15:00,18:45:00,12:30:0,2021/07/03
27°,22°,9km/h,22°,31mm,98%,6.375km,86%,30,24°C,1017hPa,06:15:00,18:45:00,12:30:0,2021/07/04
29°,22°,8km/h,22°,2mm,97%,7.375km,81%,31,22°C,1018hPa,06:15:00,18:46:00,12:31:0,2021/07/05
26°,22°,7km/h,22°,17mm,98%,6.5km,90%,29,24°C,1015hPa,06:15:00,18:46:00,12:31:0,2021/07/06
30°,21°,8km/h,21°,3mm,98%,8.75km,83%,32,22°C,1015hPa,06:15:00,18:46:00,12:31:0,2021/07/07
31°,22°,13km/h,22°,1mm,93%,7.75km,69%,34,22°C,1015hPa,06:16:00,18:46:00,12:30:0,2021/07/08
29°,21°,11km/h,21°,1mm,95%,8km,87%,31,21°C,1017hPa,06:16:00,18:46:00,12:30:0,2021/07/09
28°,21°,9km/h,21°,2mm,94%,7.75km,89%,30,22°C,1016hPa,06:16:00,18:46:00,12:30:0,2021/07/10
28°,21°,7km/h,21°,4mm,95%,6.25km,84%,30,23°C,1016hPa,06:16:00,18:46:00,12:30:0,2021/07/11
29°,20°,6km/h,20°,1mm,97%,7.625km,69%,31,21°C,1018hPa,06:17:00,18:46:00,12:29:0,2021/07/12
29°,22°,9km/h,22°,1mm,94%,6.75km,81%,31,21°C,1017hPa,06:17:00,18:46:00,12:29:0,2021/07/13
27°,21°,10km/h,21°,1mm,97%,8km,77%,28,21°C,1017hPa,06:17:00,18:46:00,12:29:0,2021/07/14
31°,22°,9km/h,22°,2mm,90%,9.875km,72%,34,21°C,1016hPa,06:17:00,18:46:00,12:29:0,2021/07/15
28°,22°,9km/h,22°,3mm,96%,5.25km,84%,30,23°C,1016hPa,06:17:00,18:46:00,12:29:0,2021/07/16
27°,21°,9km/h,21°,3mm,98%,5.875km,91%,29,22°C,1016hPa,06:17:00,18:46:00,12:29:0,2021/07/17
29°,22°,8km/h,22°,1mm,96%,6.625km,92%,31,22°C,1017hPa,06:18:00,18:46:00,12:28:0,2021/07/18
28°,22°,8km/h,22°,1mm,92%,10km,83%,30,22°C,1016hPa,06:18:00,18:46:00,12:28:0,2021/07/19
27°,21°,9km/h,21°,1mm,93%,10km,83%,29,21°C,1017hPa,06:18:00,18:46:00,12:28:0,2021/07/20
30°,21°,8km/h,21°,0mm,95%,6.75km,75%,32,21°C,1018hPa,06:18:00,18:46:00,12:28:0,2021/07/21
29°,21°,10km/h,21°,0mm,93%,10km,69%,31,21°C,1019hPa,06:18:00,18:46:00,12:28:0,2021/07/22
28°,22°,11km/h,22°,4mm,92%,9.875km,82%,30,21°C,1017hPa,06:18:00,18:46:00,12:28:0,2021/07/23
29°,21°,9km/h,21°,1mm,97%,8km,81%,31,21°C,1017hPa,06:19:00,18:46:00,12:27:0,2021/07/24
30°,20°,8km/h,20°,1mm,94%,10km,65%,32,20°C,1017hPa,06:19:00,18:46:00,12:27:0,2021/07/25
28°,20°,9km/h,20°,1mm,95%,9km,66%,30,20°C,1017hPa,06:19:00,18:45:00,12:26:0,2021/07/26
28°,22°,9km/h,22°,0mm,86%,10km,72%,29,20°C,1017hPa,06:19:00,18:45:00,12:26:0,2021/07/27
29°,21°,9km/h,21°,6mm,95%,7.625km,76%,31,22°C,1016hPa,06:19:00,18:45:00,12:26:0,2021/07/28
29°,21°,8km/h,21°,1mm,97%,7.5km,84%,30,21°C,1017hPa,06:19:00,18:45:00,12:26:0,2021/07/29
29°,21°,7km/h,21°,2mm,99%,7.5km,72%,31,21°C,1016hPa,06:19:00,18:45:00,12:26:0,2021/07/30
27°,22°,8km/h,22°,22mm,98%,5.875km,91%,29,23°C,1017hPa,06:19:00,18:45:00,12:26:0,2021/07/31
28°,20°,3km/h,20°,12mm,100%,6.625km,86%,32,23°C,1017hPa,06:18:00,18:50:00,12:32:0,2021/07/01
29°,20°,6km/h,20°,5mm,99%,9km,72%,31,22°C,1017hPa,06:18:00,18:51:00,12:33:0,2021/07/02
30°,21°,5km/h,21°,4mm,97%,9.875km,82%,32,21°C,1017hPa,06:18:00,18:51:00,12:33:0,2021/07/03
27°,21°,5km/h,21°,16mm,99%,6.375km,80%,29,23°C,1017hPa,06:18:00,18:51:00,12:33:0,2021/07/04
30°,20°,5km/h,20°,5mm,99%,7.375km,74%,32,22°C,1018hPa,06:18:00,18:51:00,12:33:0,2021/07/05
27°,21°,4km/h,21°,15mm,99%,9.25km,81%,30,22°C,1016hPa,06:19:00,18:51:00,12:32:0,2021/07/06
30°,21°,6km/h,21°,6mm,99%,8.375km,83%,32,22°C,1015hPa,06:19:00,18:51:00,12:32:0,2021/07/07
31°,21°,10km/h,21°,1mm,99%,6.125km,72%,32,21°C,1016hPa,06:19:00,18:51:00,12:32:0,2021/07/08
28°,21°,9km/h,21°,4mm,99%,8.75km,84%,30,21°C,1017hPa,06:19:00,18:51:00,12:32:0,2021/07/09
26°,20°,7km/h,20°,11mm,99%,8km,89%,29,23°C,1016hPa,06:20:00,18:51:00,12:31:0,2021/07/10
26°,21°,6km/h,21°,25mm,100%,8.125km,86%,28,23°C,1017hPa,06:20:00,18:51:00,12:31:0,2021/07/11
27°,20°,5km/h,20°,9mm,100%,7.125km,86%,29,22°C,1018hPa,06:20:00,18:51:00,12:31:0,2021/07/12
27°,20°,6km/h,20°,5mm,99%,7.625km,82%,29,21°C,1018hPa,06:20:00,18:51:00,12:31:0,2021/07/13
26°,20°,7km/h,20°,2mm,98%,7.25km,88%,28,21°C,1017hPa,06:20:00,18:52:00,12:32:0,2021/07/14
28°,21°,5km/h,21°,10mm,97%,6.875km,84%,30,23°C,1016hPa,06:21:00,18:52:00,12:31:0,2021/07/15
27°,21°,4km/h,21°,19mm,99%,7.625km,88%,30,24°C,1016hPa,06:21:00,18:51:00,12:30:0,2021/07/16
28°,20°,8km/h,20°,3mm,99%,8.75km,90%,30,22°C,1017hPa,06:21:00,18:51:00,12:30:0,2021/07/17
28°,20°,6km/h,20°,4mm,99%,7.5km,90%,30,23°C,1017hPa,06:21:00,18:51:00,12:30:0,2021/07/18
27°,21°,6km/h,21°,1mm,98%,6.75km,94%,30,23°C,1016hPa,06:21:00,18:51:00,12:30:0,2021/07/19
27°,20°,7km/h,20°,2mm,99%,6.25km,93%,28,21°C,1017hPa,06:22:00,18:51:00,12:29:0,2021/07/20
26°,20°,5km/h,20°,1mm,99%,7.375km,93%,28,21°C,1019hPa,06:22:00,18:51:00,12:29:0,2021/07/21
27°,20°,8km/h,20°,2mm,98%,7.625km,85%,29,21°C,1019hPa,06:22:00,18:51:00,12:29:0,2021/07/22
28°,20°,6km/h,20°,4mm,98%,7.625km,78%,30,22°C,1018hPa,06:22:00,18:51:00,12:29:0,2021/07/23
27°,20°,7km/h,20°,4mm,100%,7.75km,91%,29,21°C,1017hPa,06:22:00,18:51:00,12:29:0,2021/07/24
27°,19°,5km/h,19°,3mm,99%,10km,84%,28,21°C,1017hPa,06:22:00,18:51:00,12:29:0,2021/07/25
26°,20°,6km/h,20°,1mm,96%,7km,88%,28,21°C,1017hPa,06:22:00,18:51:00,12:29:0,2021/07/26
27°,20°,8km/h,20°,2mm,97%,8km,85%,28,21°C,1017hPa,06:23:00,18:51:00,12:28:0,2021/07/27
23°,20°,6km/h,20°,2mm,99%,8km,89%,25,20°C,1017hPa,06:23:00,18:50:00,12:27:0,2021/07/28
28°,19°,7km/h,19°,2mm,98%,6.375km,72%,29,21°C,1017hPa,06:23:00,18:50:00,12:27:0,2021/07/29
27°,19°,6km/h,19°,6mm,98%,7.125km,82%,29,22°C,1017hPa,06:23:00,18:50:00,12:27:0,2021/07/30
25°,20°,6km/h,20°,17mm,99%,8.875km,85%,27,23°C,1017hPa,06:23:00,18:50:00,12:27:0,2021/07/31
25°,24°,19km/h,24°,9mm,87%,9.625km,88%,27,22°C,1019hPa,06:12:00,18:33:00,12:21:0,2021/08/01
26°,24°,17km/h,24°,2mm,88%,9.625km,53%,28,22°C,1018hPa,06:12:00,18:32:00,12:20:0,2021/08/02
26°,24°,21km/h,24°,1mm,86%,9.875km,37%,28,23°C,1017hPa,06:12:00,18:32:00,12:20:0,2021/08/03
25°,24°,21km/h,24°,1mm,84%,10km,73%,27,22°C,1018hPa,06:12:00,18:32:00,12:20:0,2021/08/04
26°,25°,19km/h,25°,1mm,75%,10km,63%,28,22°C,1019hPa,06:12:00,18:32:00,12:20:0,2021/08/05
25°,24°,18km/h,24°,1mm,82%,9.875km,59%,28,22°C,1018hPa,06:12:00,18:32:00,12:20:0,2021/08/06
25°,24°,22km/h,24°,0mm,86%,10km,19%,27,22°C,1017hPa,06:12:00,18:31:00,12:19:0,2021/08/07
25°,24°,22km/h,24°,1mm,86%,10km,47%,27,22°C,1018hPa,06:12:00,18:31:00,12:19:0,2021/08/08
25°,24°,22km/h,24°,6mm,87%,9.875km,84%,27,22°C,1018hPa,06:12:00,18:31:00,12:19:0,2021/08/09
25°,23°,19km/h,23°,4mm,88%,10km,64%,27,22°C,1018hPa,06:12:00,18:31:00,12:19:0,2021/08/10
24°,24°,19km/h,24°,1mm,82%,10km,67%,26,22°C,1016hPa,06:12:00,18:30:00,12:18:0,2021/08/11
25°,24°,21km/h,24°,4mm,87%,9.875km,76%,27,22°C,1016hPa,06:12:00,18:30:00,12:18:0,2021/08/12
24°,24°,18km/h,24°,3mm,87%,10km,100%,26,22°C,1017hPa,06:12:00,18:30:00,12:18:0,2021/08/13
25°,24°,19km/h,24°,1mm,84%,10km,83%,27,21°C,1016hPa,06:12:00,18:29:00,12:17:0,2021/08/14
25°,23°,17km/h,23°,1mm,84%,10km,64%,27,20°C,1015hPa,06:12:00,18:29:00,12:17:0,2021/08/15
25°,23°,17km/h,23°,0mm,84%,10km,37%,26,21°C,1016hPa,06:12:00,18:29:00,12:17:0,2021/08/16
25°,24°,18km/h,24°,1mm,82%,10km,45%,27,21°C,1017hPa,06:12:00,18:28:00,12:16:0,2021/08/17
26°,24°,17km/h,24°,0mm,82%,10km,5%,27,21°C,1017hPa,06:11:00,18:28:00,12:17:0,2021/08/18
26°,24°,23km/h,24°,0mm,86%,10km,14%,28,21°C,1016hPa,06:11:00,18:28:00,12:17:0,2021/08/19
25°,24°,23km/h,24°,1mm,85%,10km,48%,27,22°C,1015hPa,06:11:00,18:27:00,12:16:0,2021/08/20
25°,24°,19km/h,24°,4mm,85%,10km,80%,27,22°C,1015hPa,06:11:00,18:27:00,12:16:0,2021/08/21
25°,24°,15km/h,24°,6mm,86%,10km,75%,27,22°C,1014hPa,06:11:00,18:26:00,12:15:0,2021/08/22
26°,24°,15km/h,24°,2mm,85%,10km,66%,27,22°C,1014hPa,06:11:00,18:26:00,12:15:0,2021/08/23
26°,24°,15km/h,24°,0mm,86%,10km,45%,28,22°C,1013hPa,06:11:00,18:26:00,12:15:0,2021/08/24
26°,24°,15km/h,24°,2mm,89%,9.625km,61%,28,22°C,1013hPa,06:11:00,18:25:00,12:14:0,2021/08/25
27°,24°,15km/h,24°,2mm,88%,9.875km,62%,30,22°C,1014hPa,06:11:00,18:25:00,12:14:0,2021/08/26
27°,24°,15km/h,24°,1mm,88%,9.875km,42%,29,22°C,1016hPa,06:10:00,18:24:00,12:14:0,2021/08/27
26°,24°,20km/h,24°,3mm,88%,9.75km,64%,29,22°C,1015hPa,06:10:00,18:24:00,12:14:0,2021/08/28
26°,24°,22km/h,24°,3mm,88%,10km,71%,29,23°C,1014hPa,06:10:00,18:23:00,12:13:0,2021/08/29
25°,24°,18km/h,24°,16mm,91%,8.875km,86%,27,22°C,1013hPa,06:10:00,18:23:00,12:13:0,2021/08/30
26°,24°,12km/h,24°,15mm,88%,8.75km,83%,28,23°C,1014hPa,06:10:00,18:23:00,12:13:0,2021/08/31
25°,21°,8km/h,21°,6mm,99%,5.75km,94%,28,23°C,1019hPa,06:10:00,18:34:00,12:24:0,2021/08/01
30°,20°,6km/h,20°,1mm,100%,7.5km,76%,31,22°C,1019hPa,06:10:00,18:33:00,12:23:0,2021/08/02
28°,20°,8km/h,20°,1mm,99%,6.5km,84%,30,21°C,1018hPa,06:10:00,18:33:00,12:23:0,2021/08/03
26°,19°,8km/h,19°,8mm,99%,7km,87%,29,22°C,1018hPa,06:10:00,18:33:00,12:23:0,2021/08/04
28°,21°,7km/h,21°,1mm,98%,6.25km,81%,29,21°C,1019hPa,06:10:00,18:33:00,12:23:0,2021/08/05
26°,21°,8km/h,21°,1mm,95%,9km,73%,28,20°C,1019hPa,06:10:00,18:32:00,12:22:0,2021/08/06
26°,20°,6km/h,20°,0mm,92%,10km,20%,28,20°C,1018hPa,06:11:00,18:32:00,12:21:0,2021/08/07
28°,20°,7km/h,20°,2mm,94%,8km,64%,30,21°C,1018hPa,06:11:00,18:32:00,12:21:0,2021/08/08
25°,21°,8km/h,21°,12mm,99%,5.5km,94%,27,23°C,1018hPa,06:11:00,18:32:00,12:21:0,2021/08/09
27°,20°,8km/h,20°,6mm,100%,5.875km,87%,29,22°C,1018hPa,06:11:00,18:31:00,12:20:0,2021/08/10
25°,20°,10km/h,20°,7mm,99%,4.875km,88%,27,22°C,1016hPa,06:11:00,18:31:00,12:20:0,2021/08/11
27°,19°,10km/h,19°,7mm,99%,4.875km,87%,29,22°C,1016hPa,06:11:00,18:31:00,12:20:0,2021/08/12
24°,22°,8km/h,22°,2mm,92%,9km,97%,27,22°C,1017hPa,06:10:00,18:30:00,12:20:0,2021/08/13
25°,21°,9km/h,21°,2mm,96%,5.75km,88%,27,22°C,1016hPa,06:10:00,18:30:00,12:20:0,2021/08/14
28°,19°,8km/h,19°,1mm,94%,8km,72%,30,21°C,1015hPa,06:10:00,18:30:00,12:20:0,2021/08/15
27°,20°,8km/h,20°,4mm,91%,9.875km,76%,29,22°C,1016hPa,06:10:00,18:29:00,12:19:0,2021/08/16
26°,20°,9km/h,20°,7mm,93%,9.5km,73%,28,22°C,1017hPa,06:10:00,18:29:00,12:19:0,2021/08/17
31°,19°,8km/h,19°,0mm,96%,8km,25%,32,18°C,1017hPa,06:10:00,18:29:00,12:19:0,2021/08/18
31°,19°,9km/h,19°,1mm,89%,10km,33%,33,20°C,1016hPa,06:10:00,18:28:00,12:18:0,2021/08/19
29°,21°,9km/h,21°,1mm,91%,10km,69%,31,21°C,1015hPa,06:10:00,18:28:00,12:18:0,2021/08/20
27°,20°,8km/h,20°,12mm,96%,9.625km,76%,29,23°C,1015hPa,06:10:00,18:27:00,12:17:0,2021/08/21
26°,20°,6km/h,20°,17mm,100%,6.375km,97%,28,23°C,1015hPa,06:10:00,18:27:00,12:17:0,2021/08/22
27°,21°,7km/h,21°,17mm,100%,7.125km,90%,30,24°C,1015hPa,06:10:00,18:27:00,12:17:0,2021/08/23
30°,21°,6km/h,21°,1mm,87%,10km,78%,32,21°C,1013hPa,06:10:00,18:26:00,12:16:0,2021/08/24
28°,20°,6km/h,20°,10mm,100%,5.5km,88%,30,24°C,1013hPa,06:10:00,18:26:00,12:16:0,2021/08/25
30°,21°,6km/h,21°,7mm,100%,5.75km,88%,33,24°C,1014hPa,06:09:00,18:25:00,12:16:0,2021/08/26
29°,21°,6km/h,21°,3mm,98%,6.125km,90%,32,23°C,1016hPa,06:09:00,18:25:00,12:16:0,2021/08/27
29°,21°,8km/h,21°,4mm,99%,7.5km,83%,32,23°C,1015hPa,06:09:00,18:24:00,12:15:0,2021/08/28
29°,21°,7km/h,21°,2mm,100%,6.25km,90%,32,23°C,1015hPa,06:09:00,18:24:00,12:15:0,2021/08/29
26°,22°,8km/h,22°,18mm,99%,6.375km,95%,29,24°C,1014hPa,06:09:00,18:23:00,12:14:0,2021/08/30
24°,21°,6km/h,21°,61mm,100%,6.375km,96%,26,22°C,1015hPa,06:09:00,18:23:00,12:14:0,2021/08/31
28°,23°,18km/h,23°,4mm,91%,9.875km,79%,30,22°C,1018hPa,06:09:00,18:30:00,12:21:0,2021/08/01
28°,23°,14km/h,23°,2mm,94%,9.875km,65%,30,22°C,1018hPa,06:09:00,18:29:00,12:20:0,2021/08/02
28°,23°,17km/h,23°,1mm,91%,10km,47%,30,22°C,1017hPa,06:09:00,18:29:00,12:20:0,2021/08/03
26°,23°,19km/h,23°,1mm,86%,10km,80%,28,21°C,1018hPa,06:09:00,18:29:00,12:20:0,2021/08/04
29°,24°,20km/h,24°,1mm,79%,10km,49%,30,21°C,1019hPa,06:09:00,18:29:00,12:20:0,2021/08/05
27°,24°,13km/h,24°,1mm,84%,9.75km,64%,28,21°C,1018hPa,06:09:00,18:29:00,12:20:0,2021/08/06
26°,23°,15km/h,23°,0mm,88%,10km,10%,28,21°C,1017hPa,06:09:00,18:28:00,12:19:0,2021/08/07
28°,23°,19km/h,23°,1mm,90%,10km,55%,30,21°C,1018hPa,06:09:00,18:28:00,12:19:0,2021/08/08
27°,24°,20km/h,24°,5mm,89%,9.875km,77%,28,22°C,1018hPa,06:09:00,18:28:00,12:19:0,2021/08/09
27°,23°,18km/h,23°,3mm,91%,10km,81%,29,21°C,1017hPa,06:09:00,18:27:00,12:18:0,2021/08/10
25°,24°,13km/h,24°,1mm,82%,10km,63%,27,21°C,1016hPa,06:09:00,18:27:00,12:18:0,2021/08/11
27°,24°,21km/h,24°,2mm,87%,9.875km,73%,29,22°C,1016hPa,06:09:00,18:27:00,12:18:0,2021/08/12
25°,24°,17km/h,24°,1mm,87%,10km,96%,27,21°C,1017hPa,06:09:00,18:27:00,12:18:0,2021/08/13
26°,23°,16km/h,23°,1mm,85%,10km,81%,28,21°C,1016hPa,06:09:00,18:26:00,12:17:0,2021/08/14
27°,23°,16km/h,23°,0mm,85%,10km,55%,28,20°C,1015hPa,06:09:00,18:26:00,12:17:0,2021/08/15
27°,23°,18km/h,23°,0mm,82%,10km,40%,28,21°C,1015hPa,06:09:00,18:26:00,12:17:0,2021/08/16
27°,23°,17km/h,23°,1mm,87%,10km,37%,28,21°C,1017hPa,06:09:00,18:25:00,12:16:0,2021/08/17
28°,23°,19km/h,23°,0mm,82%,10km,8%,30,21°C,1017hPa,06:09:00,18:25:00,12:16:0,2021/08/18
29°,23°,21km/h,23°,0mm,89%,10km,19%,31,21°C,1015hPa,06:09:00,18:25:00,12:16:0,2021/08/19
27°,23°,19km/h,23°,1mm,87%,10km,64%,29,21°C,1015hPa,06:09:00,18:24:00,12:15:0,2021/08/20
27°,23°,18km/h,23°,4mm,90%,10km,83%,29,22°C,1015hPa,06:09:00,18:24:00,12:15:0,2021/08/21
28°,23°,17km/h,23°,3mm,89%,10km,77%,30,22°C,1014hPa,06:08:00,18:23:00,12:15:0,2021/08/22
28°,24°,14km/h,24°,1mm,86%,10km,80%,30,22°C,1014hPa,06:08:00,18:23:00,12:15:0,2021/08/23
28°,23°,15km/h,23°,0mm,89%,10km,54%,30,22°C,1013hPa,06:08:00,18:23:00,12:15:0,2021/08/24
28°,23°,15km/h,23°,2mm,92%,9.875km,63%,30,22°C,1013hPa,06:08:00,18:22:00,12:14:0,2021/08/25
28°,24°,15km/h,24°,1mm,92%,10km,63%,31,22°C,1014hPa,06:08:00,18:22:00,12:14:0,2021/08/26
29°,23°,15km/h,23°,1mm,91%,10km,42%,31,22°C,1015hPa,06:08:00,18:21:00,12:13:0,2021/08/27
29°,23°,19km/h,23°,3mm,93%,9.875km,70%,32,22°C,1015hPa,06:08:00,18:21:00,12:13:0,2021/08/28
27°,23°,17km/h,23°,3mm,92%,10km,79%,30,23°C,1014hPa,06:07:00,18:21:00,12:14:0,2021/08/29
26°,24°,12km/h,24°,21mm,93%,8.125km,90%,29,23°C,1014hPa,06:07:00,18:20:00,12:13:0,2021/08/30
28°,24°,13km/h,24°,10mm,90%,9.625km,77%,30,22°C,1014hPa,06:07:00,18:20:00,12:13:0,2021/08/31
27°,21°,15km/h,21°,7mm,96%,9.875km,89%,29,22°C,1018hPa,06:04:00,18:31:00,12:27:0,2021/08/01
26°,20°,12km/h,20°,3mm,98%,7.375km,79%,28,22°C,1018hPa,06:04:00,18:31:00,12:27:0,2021/08/02
27°,20°,12km/h,20°,8mm,98%,6.25km,79%,29,22°C,1017hPa,06:04:00,18:31:00,12:27:0,2021/08/03
26°,20°,12km/h,20°,8mm,98%,6km,84%,28,22°C,1017hPa,06:04:00,18:31:00,12:27:0,2021/08/04
24°,21°,14km/h,21°,2mm,95%,8km,75%,26,21°C,1019hPa,06:04:00,18:30:00,12:26:0,2021/08/05
23°,20°,11km/h,20°,2mm,91%,10km,66%,25,20°C,1019hPa,06:04:00,18:30:00,12:26:0,2021/08/06
28°,19°,14km/h,19°,0mm,96%,8km,43%,29,20°C,1017hPa,06:04:00,18:30:00,12:26:0,2021/08/07
28°,20°,12km/h,20°,4mm,94%,9km,66%,30,21°C,1018hPa,06:04:00,18:29:00,12:25:0,2021/08/08
27°,20°,16km/h,20°,1mm,97%,9km,77%,29,21°C,1018hPa,06:04:00,18:29:00,12:25:0,2021/08/09
28°,20°,16km/h,20°,4mm,96%,8km,90%,30,22°C,1018hPa,06:04:00,18:29:00,12:25:0,2021/08/10
25°,21°,16km/h,21°,9mm,95%,9.25km,90%,27,22°C,1016hPa,06:04:00,18:28:00,12:24:0,2021/08/11
26°,20°,18km/h,20°,5mm,96%,9.875km,86%,28,21°C,1016hPa,06:04:00,18:28:00,12:24:0,2021/08/12
24°,21°,15km/h,21°,5mm,94%,10km,91%,26,21°C,1016hPa,06:04:00,18:28:00,12:24:0,2021/08/13
26°,21°,18km/h,21°,9mm,93%,9.25km,87%,28,21°C,1016hPa,06:04:00,18:27:00,12:23:0,2021/08/14
27°,19°,13km/h,19°,1mm,93%,9km,69%,29,21°C,1015hPa,06:04:00,18:27:00,12:23:0,2021/08/15
28°,21°,15km/h,21°,0mm,84%,10km,56%,30,20°C,1015hPa,06:04:00,18:26:00,12:22:0,2021/08/16
22°,20°,11km/h,20°,3mm,95%,8.75km,60%,25,20°C,1017hPa,06:04:00,18:26:00,12:22:0,2021/08/17
29°,19°,12km/h,19°,1mm,96%,7.625km,57%,31,20°C,1017hPa,06:04:00,18:26:00,12:22:0,2021/08/18
27°,21°,5km/h,21°,0mm,82%,10km,44%,29,20°C,1016hPa,06:04:00,18:25:00,12:21:0,2021/08/19
29°,20°,12km/h,20°,9mm,98%,9.375km,68%,31,21°C,1015hPa,06:04:00,18:25:00,12:21:0,2021/08/20
27°,20°,12km/h,20°,15mm,98%,9.125km,89%,29,22°C,1015hPa,06:04:00,18:24:00,12:20:0,2021/08/21
27°,20°,15km/h,20°,7mm,97%,7km,84%,29,21°C,1015hPa,06:04:00,18:24:00,12:20:0,2021/08/22
